Id;status_civil;sexo;data_nascimento;saldo conta_corrente;valor_financiamento;patrimonio;ocupação;tempo_emprego_atual;salario;tipo_de_moradia;numero_dependentes;Bom_mal_pagador
512;CASADO;MASCULINO;1952-09-18;10640315.1362;;36673553.8526;;;20680135.4912;;;1
513;UNIAO_ESTAVEL;OUTRO;1942-06-17;9807144.5709;;12274163.1867;;;80070926.1236;;;1
514;OUTRO;FEMININO;1997-08-22;47712979.6182;;26206978.7072;;;89296202.1439;;;1
515;UNIAO_ESTAVEL;OUTRO;1972-05-05;49405627.5783;;41890870.6169;;;84393210.8897;;;1
516;DIVORCIADO;FEMININO;1982-07-03;81137761.2527;;84798365.03;;;69884819.4672;;;1
517;SEPARADO_JUDICIALMENTE;OUTRO;1941-01-24;40413266.7371;;50445367.264;;;55433756.1641;;;1
518;VIUVO;OUTRO;1955-10-24;1432705.4023;;56708089.9757;;;42620720.9633;;;1
519;DIVORCIADO;FEMININO;1979-12-21;61809391.201;;58016232.2634;;;62411987.2505;;;1
520;DIVORCIADO;FEMININO;1952-06-16;44136092.3791;;40940582.6921;;;70185725.1547;;;1
521;OUTRO;NAO_DISPONIVEL;1974-03-16;70592254.8765;;41920688.7017;;;92829333.5981;;;1
522;UNIAO_ESTAVEL;MASCULINO;1994-06-20;25543500.7019;;50980952.4776;;;84286793.7591;;;1
523;SEPARADO_JUDICIALMENTE;MASCULINO;1943-11-14;3283695.8929;;54980802.7778;;;44293923.2564;;;1
524;VIUVO;FEMININO;1963-07-22;61830559.3773;;47008467.4845;;;33753556.3042;;;1
525;UNIAO_ESTAVEL;NAO_DISPONIVEL;1962-10-07;75003244.5385;;28948153.2892;;;75382863.5352;;;1
526;OUTRO;FEMININO;1969-05-31;7592639.7158;;39936432.6114;;;88108404.6829;;;1
527;UNIAO_ESTAVEL;NAO_DISPONIVEL;1952-02-18;99272520.8781;;70016591.2492;;;72969967.6079;;;1
528;SEPARADO_JUDICIALMENTE;OUTRO;1953-11-30;28286239.185;;76091851.0687;;;51031652.7002;;;1
529;UNIAO_ESTAVEL;NAO_DISPONIVEL;1989-03-27;22475182.9198;;21464043.2685;;;77566278.7419;;;1
530;SEPARADO_JUDICIALMENTE;MASCULINO;1966-06-20;80927684.9709;;27132956.0165;;;45701884.3007;;;1
531;OUTRO;NAO_DISPONIVEL;1961-04-18;68949775.9962;;79707923.7357;;;96771153.9343;;;1
532;UNIAO_ESTAVEL;OUTRO;1983-10-06;40828330.593;;16058626.9363;;;81009721.1787;;;1
533;SOLTEIRO;MASCULINO;1976-08-07;88643158.4278;;13605820.7637;;;7078749.4527;;;1
534;SOLTEIRO;NAO_DISPONIVEL;1940-07-09;17229740.1676;;50082806.742;;;3935586.5751;;;1
535;SOLTEIRO;FEMININO;1984-10-26;36152193.8483;;17970517.0514;;;13941454.0029;;;1
536;SEPARADO_JUDICIALMENTE;MASCULINO;1974-11-19;696745.0985;;72093921.0857;;;53298664.3517;;;1
537;DIVORCIADO;OUTRO;1969-11-12;39690638.969;;8321361.9754;;;69805461.2153;;;1
538;CASADO;OUTRO;1989-10-02;78219557.299;;50936101.4032;;;23803241.4758;;;1
539;UNIAO_ESTAVEL;FEMININO;1991-04-10;11049342.1121;;88531773.5369;;;83941931.6023;;;1
540;UNIAO_ESTAVEL;FEMININO;1970-05-01;71659852.6613;;34404387.5165;;;78688284.1309;;;1
541;SOLTEIRO;NAO_DISPONIVEL;1995-06-28;52021730.3014;;19254528.329;;;6050291.8763;;;1
542;DIVORCIADO;OUTRO;1983-07-06;8122535.7623;;295256.8436;;;57787603.959;;;1
543;CASADO;FEMININO;1951-11-22;99727207.9249;;40148051.6362;;;14719974.0791;;;1
544;VIUVO;MASCULINO;1949-05-07;41257396.4362;;96626674.0463;;;30977047.67;;;1
545;SOLTEIRO;FEMININO;1999-12-30;8539345.8696;;57387682.2449;;;10324178.3;;;1
546;VIUVO;NAO_DISPONIVEL;1997-07-25;9000214.8783;;51503932.0541;;;41792991.0368;;;1
547;CASADO;NAO_DISPONIVEL;1955-06-03;86359704.2151;;69547300.6957;;;14371385.6774;;;1
548;SEPARADO_JUDICIALMENTE;OUTRO;1957-01-04;44818394.6663;;60832205.2023;;;51876128.4118;;;1
549;CASADO;NAO_DISPONIVEL;1960-01-04;4741840.1187;;35824016.915;;;19995540.2736;;;1
550;SEPARADO_JUDICIALMENTE;FEMININO;1985-09-25;36683117.658;;39556321.339;;;43216670.0586;;;1
551;DIVORCIADO;OUTRO;1942-06-28;63970411.0191;;37449424.1996;;;64001271.0242;;;1
552;DIVORCIADO;MASCULINO;1963-02-04;5840171.9137;;52079217.5232;;;57648833.1482;;;1
553;SEPARADO_JUDICIALMENTE;NAO_DISPONIVEL;1955-03-09;89270668.355;;90058319.3945;;;55080678.3685;;;1
554;UNIAO_ESTAVEL;FEMININO;1981-06-01;43694213.4287;;75078890.4902;;;83101724.2351;;;1
555;CASADO;NAO_DISPONIVEL;1942-11-14;71755191.8193;;99230368.8634;;;16483140.5952;;;1
556;VIUVO;NAO_DISPONIVEL;1956-04-14;82995906.2093;;92154413.2852;;;39174469.1221;;;1
557;SOLTEIRO;MASCULINO;1981-08-24;90947923.4284;;1025246.8185;;;14162428.419;;;1
558;SEPARADO_JUDICIALMENTE;NAO_DISPONIVEL;1964-01-20;12064886.4756;;73823233.4213;;;43047378.2008;;;1
559;VIUVO;NAO_DISPONIVEL;1964-03-31;55733045.6378;;59190558.2365;;;28928056.0467;;;1
560;CASADO;FEMININO;1952-07-08;82980345.6566;;17419216.0023;;;18833407.1289;;;1
561;VIUVO;FEMININO;1996-01-26;95514070.8318;;77358578.5594;;;34602173.4676;;;1
562;SEPARADO_JUDICIALMENTE;MASCULINO;1982-01-07;3468484.6716;;11390214.4392;;;47761340.1014;;;1
563;UNIAO_ESTAVEL;OUTRO;1948-03-14;80689772.9629;;43259908.0824;;;83030344.4839;;;1
564;OUTRO;NAO_DISPONIVEL;1964-05-29;30160190.0167;;85036392.7772;;;96850568.2984;;;1
565;DIVORCIADO;NAO_DISPONIVEL;1958-06-21;70301528.565;;48419800.2192;;;65996858.8654;;;1
566;CASADO;OUTRO;1941-09-18;64210329.7035;;46686734.2346;;;25654062.279;;;1
567;OUTRO;NAO_DISPONIVEL;1997-03-07;30408642.1337;;12927618.6099;;;88287049.1613;;;1
568;SOLTEIRO;MASCULINO;1988-03-16;30691913.2575;;35057529.7126;;;1787596.1314;;;1
569;CASADO;OUTRO;1956-08-29;87598952.7343;;48371043.4573;;;26817828.6143;;;1
570;OUTRO;OUTRO;1993-04-07;45154248.8248;;13211114.2931;;;87260523.7068;;;1
571;CASADO;NAO_DISPONIVEL;1956-09-24;16804444.3591;;58575572.0931;;;19216760.1954;;;1
572;DIVORCIADO;FEMININO;1967-05-14;51114684.2557;;83222555.3751;;;69544133.5703;;;1
573;VIUVO;MASCULINO;1989-09-01;46900930.4067;;73083582.8607;;;39416086.7918;;;1
574;SEPARADO_JUDICIALMENTE;OUTRO;1991-04-07;55711398.1431;;25739859.2295;;;51551009.8277;;;1
575;CASADO;FEMININO;1956-12-27;64621984.7964;;52364249.2366;;;15521804.2976;;;1
576;SOLTEIRO;NAO_DISPONIVEL;1994-11-04;63339430.031;;36783399.9265;;;1531821.9396;;;1
577;SEPARADO_JUDICIALMENTE;FEMININO;1995-06-18;70967442.7144;;67168977.767;;;44251988.6418;;;1
578;SEPARADO_JUDICIALMENTE;NAO_DISPONIVEL;1956-05-01;87869324.5174;;94837153.5696;;;49250397.9208;;;1
579;DIVORCIADO;MASCULINO;1994-09-28;41523997.9282;;80830581.1203;;;69319297.0527;;;1
580;SOLTEIRO;FEMININO;1967-01-04;76364410.3078;;37751836.8835;;;9265332.5065;;;1
581;DIVORCIADO;NAO_DISPONIVEL;1998-09-15;11631630.5241;;80851089.7513;;;61998462.3131;;;1
582;SOLTEIRO;OUTRO;1942-09-26;85040106.5279;;85979871.9192;;;4136555.6936;;;1
583;DIVORCIADO;NAO_DISPONIVEL;1946-11-12;12790592.0566;;15873180.3573;;;65240767.3183;;;1
584;CASADO;FEMININO;1947-02-09;35217866.5345;;27226327.2504;;;14713190.8843;;;1
585;VIUVO;NAO_DISPONIVEL;1979-04-22;28716517.704;;38511635.5368;;;31392818.0029;;;1
586;SEPARADO_JUDICIALMENTE;FEMININO;1981-09-26;18371010.691;;49362030.6905;;;45701978.1547;;;1
587;SEPARADO_JUDICIALMENTE;OUTRO;1990-11-06;45429836.4286;;77473070.536;;;56002946.709;;;1
588;OUTRO;MASCULINO;1967-08-01;22185115.805;;59034549.8325;;;86240586.2417;;;1
589;DIVORCIADO;OUTRO;1948-07-20;9306790.0187;;28633260.9062;;;58774202.9866;;;1
590;VIUVO;MASCULINO;1948-02-27;81822229.0258;;43510892.6686;;;37679479.1505;;;1
591;CASADO;MASCULINO;1942-10-12;56317110.7159;;64130580.692;;;14414401.5342;;;1
592;CASADO;MASCULINO;1947-01-09;12692014.7148;;74320939.5111;;;24577525.5012;;;1
593;CASADO;OUTRO;1985-08-09;11701900.0698;;98797776.866;;;19583514.4629;;;1
594;DIVORCIADO;FEMININO;1977-06-04;22324139.2847;;60137170.7668;;;64094014.6631;;;1
595;VIUVO;OUTRO;1967-07-15;51991420.9795;;28785925.1871;;;30881291.0862;;;1
596;DIVORCIADO;OUTRO;1991-09-15;14993805.6157;;58047856.3921;;;71072993.1825;;;0
597;DIVORCIADO;NAO_DISPONIVEL;1971-09-12;70829507.105;;29314270.7415;;;64713253.691;;;1
598;OUTRO;OUTRO;1981-05-26;79821687.6251;;43552805.3039;;;96771998.248;;;1
599;UNIAO_ESTAVEL;MASCULINO;1961-04-14;70162510.4224;;80217677.9031;;;72505923.0081;;;1
600;DIVORCIADO;NAO_DISPONIVEL;1972-07-17;3139964.2047;;75857659.1131;;;62240339.8219;;;1
601;OUTRO;MASCULINO;1999-04-21;13774567.0173;;15699028.1599;;;92428831.9495;;;1
602;DIVORCIADO;FEMININO;1946-11-07;47051127.1591;;81725295.98;;;67690244.0593;;;1
603;UNIAO_ESTAVEL;FEMININO;1948-01-02;6356618.1236;;17402623.6759;;;82609726.2679;;;1
604;CASADO;OUTRO;1949-09-05;29128696.141;;43122799.3797;;;20642358.0212;;;0
605;OUTRO;MASCULINO;1970-01-08;36502564.0622;;93874556.6104;;;91466103.6273;;;1
606;SEPARADO_JUDICIALMENTE;OUTRO;1986-02-09;23762158.573;;68630459.8703;;;54439683.2729;;;1
607;DIVORCIADO;FEMININO;1948-01-14;92406824.7843;;83567595.4611;;;63912702.0154;;;1
608;VIUVO;MASCULINO;1957-03-05;70997938.8366;;37739695.7202;;;39214209.7735;;;1
609;DIVORCIADO;MASCULINO;1946-02-01;74067529.9377;;18728774.3426;;;66849549.7501;;;1
610;VIUVO;MASCULINO;1944-11-21;33800715.027;;70848826.1926;;;41925487.9466;;;1
611;SOLTEIRO;OUTRO;1945-11-01;30561493.5955;;86576395.0352;;;733010.3238;;;1
612;DIVORCIADO;NAO_DISPONIVEL;1969-10-02;14261509.9786;;87994018.5512;;;65043406.8186;;;1
613;DIVORCIADO;FEMININO;1990-04-10;78778352.7732;;89812999.671;;;68883357.6258;;;1
614;SOLTEIRO;FEMININO;1976-12-01;84128786.3078;;59728225.771;;;2418422.535;;;1
615;SOLTEIRO;FEMININO;1942-01-17;95281444.0975;;82206468.8591;;;4056305.9565;;;1
616;UNIAO_ESTAVEL;FEMININO;1994-05-29;77095527.6693;;94672236.0873;;;74390395.4292;;;1
617;DIVORCIADO;OUTRO;1956-08-04;75051087.1554;;28666887.0525;;;68774390.3013;;;1
618;VIUVO;OUTRO;1950-10-23;4386788.0326;;52340979.9561;;;35407196.7721;;;1
619;UNIAO_ESTAVEL;FEMININO;1978-03-06;20506641.2736;;7842787.0206;;;83889504.1722;;;1
620;SOLTEIRO;MASCULINO;1989-09-27;80628739.5361;;26768898.929;;;8936209.2353;;;1
621;DIVORCIADO;MASCULINO;1959-05-27;29079920.4078;;86624026.969;;;68813327.3377;;;1
622;SEPARADO_JUDICIALMENTE;FEMININO;1992-04-14;66031726.4004;;28325035.4657;;;54981327.0426;;;1
623;UNIAO_ESTAVEL;FEMININO;1988-01-20;70343443.1193;;8698346.0063;;;76844128.9197;;;1
624;DIVORCIADO;FEMININO;1991-12-15;10436573.4961;;86532012.1599;;;63859027.6375;;;1
625;CASADO;FEMININO;1962-05-16;26178516.9743;;25940421.1505;;;28571240.3415;;;1
626;UNIAO_ESTAVEL;MASCULINO;1976-03-16;1271107.2082;;31006018.2745;;;82897691.1818;;;1
627;OUTRO;OUTRO;1963-09-09;21189502.144;;74168391.4826;;;93181413.3418;;;1
628;DIVORCIADO;FEMININO;1947-12-24;7507006.2764;;46836057.2561;;;57940017.4114;;;1
629;OUTRO;MASCULINO;1992-12-13;94889024.199;;74617014.1025;;;95429326.7805;;;1
630;SEPARADO_JUDICIALMENTE;OUTRO;1969-06-19;5265512.4849;;41542665.0121;;;51441094.8592;;;1
631;SOLTEIRO;OUTRO;1955-08-13;62456581.2642;;61035488.8203;;;4108880.5355;;;1
632;DIVORCIADO;NAO_DISPONIVEL;1966-10-06;83138413.4052;;921444.6089;;;62571278.9392;;;1
633;VIUVO;FEMININO;1951-07-11;20365335.3567;;3932448.6002;;;30859572.1551;;;1
634;CASADO;MASCULINO;1959-08-15;88570769.9389;;54241915.9017;;;28244859.0702;;;1
635;DIVORCIADO;FEMININO;1985-12-21;86059807.2987;;68489881.3857;;;67470986.0706;;;1
636;CASADO;NAO_DISPONIVEL;1944-01-30;44515521.576;;20456845.8305;;;25697751.0164;;;1
637;SEPARADO_JUDICIALMENTE;OUTRO;1975-09-22;44989895.0281;;41733471.1895;;;46881347.9846;;;1
638;UNIAO_ESTAVEL;MASCULINO;1983-12-20;44059047.1888;;28245442.637;;;83943419.0408;;;1
639;VIUVO;NAO_DISPONIVEL;1974-01-23;41399855.2482;;80391975.2704;;;39059816.6786;;;1
640;SOLTEIRO;OUTRO;1952-09-28;48995839.5336;;86766815.6218;;;4956208.0733;;;1
641;SOLTEIRO;NAO_DISPONIVEL;1973-04-07;17245363.5774;;26532059.2235;;;4081022.2096;;;1
642;SOLTEIRO;FEMININO;1956-06-12;53564777.569;;8771703.095;;;11435825.7057;;;1
643;OUTRO;NAO_DISPONIVEL;1952-09-09;55590276.7581;;65594857.7409;;;98165579.346;;;1
644;SEPARADO_JUDICIALMENTE;MASCULINO;1954-03-12;55528874.0656;;12326810.7349;;;54505422.3992;;;1
645;DIVORCIADO;MASCULINO;1986-11-04;81074858.4937;;25561540.4579;;;70473510.6261;;;1
646;SOLTEIRO;OUTRO;1952-12-17;96954576.581;;6683955.6472;;;457571.8381;;;1
647;VIUVO;MASCULINO;1950-03-01;42568490.2899;;99167233.0399;;;39538318.2219;;;1
648;OUTRO;NAO_DISPONIVEL;1944-04-26;39886017.9886;;97957389.6837;;;92658813.7682;;;1
649;VIUVO;MASCULINO;1993-10-09;5716889.4476;;92062332.6316;;;40284836.2387;;;1
650;UNIAO_ESTAVEL;OUTRO;1957-04-01;87981879.235;;62366626.2304;;;82988020.041;;;1
651;OUTRO;NAO_DISPONIVEL;1985-01-13;32367141.4944;;81285258.2449;;;98755482.5281;;;1
652;SOLTEIRO;MASCULINO;1971-02-20;42171507.2184;;56262719.9533;;;2150160.5882;;;1
653;SEPARADO_JUDICIALMENTE;FEMININO;1998-11-05;49153664.5466;;42925715.739;;;45569713.0046;;;1
654;UNIAO_ESTAVEL;MASCULINO;1979-06-02;39736695.5739;;68299729.183;;;84284250.387;;;1
655;DIVORCIADO;NAO_DISPONIVEL;1981-04-06;19928641.8821;;82326339.759;;;68747123.598;;;1
656;VIUVO;MASCULINO;1940-03-27;30871214.3703;;8320062.9667;;;31950778.5206;;;1
657;CASADO;FEMININO;1969-04-16;37962635.4899;;98588864.4508;;;25593287.9636;;;1
658;CASADO;OUTRO;1987-02-02;65613474.3993;;85299373.1472;;;22405396.2011;;;1
659;OUTRO;OUTRO;1984-06-07;56159085.7578;;90947867.2068;;;93050823.9902;;;1
660;DIVORCIADO;FEMININO;1961-02-23;69485811.2841;;12939562.3096;;;60014415.3513;;;1
661;SEPARADO_JUDICIALMENTE;NAO_DISPONIVEL;1999-06-30;32160756.8214;;16026793.3299;;;51033021.3486;;;1
662;SEPARADO_JUDICIALMENTE;OUTRO;1953-01-28;3440114.0416;;2012508.7149;;;50632094.9703;;;1
663;CASADO;MASCULINO;1961-02-09;50520320.6854;;33829339.9538;;;19543851.0646;;;1
664;VIUVO;FEMININO;1958-10-21;31790861.1558;;44772866.3629;;;38617030.4244;;;1
665;SEPARADO_JUDICIALMENTE;FEMININO;1961-08-14;55860059.0305;;3854331.778;;;48698588.0435;;;1
666;CASADO;OUTRO;1990-08-26;70013755.4007;;12897683.6907;;;21133277.3073;;;1
667;UNIAO_ESTAVEL;OUTRO;1951-11-17;48609706.7787;;97975515.4094;;;75010247.6167;;;1
668;CASADO;FEMININO;1968-06-13;73249647.9633;;73101534.1264;;;28509621.4794;;;1
669;UNIAO_ESTAVEL;MASCULINO;1980-10-18;59298991.8986;;87507334.0586;;;80365167.2202;;;1
670;SEPARADO_JUDICIALMENTE;FEMININO;1941-05-13;5587956.1246;;9761044.4484;;;47042139.4286;;;0
671;OUTRO;NAO_DISPONIVEL;1963-03-08;74243507.7984;;1868122.5645;;;95787969.3681;;;1
672;UNIAO_ESTAVEL;NAO_DISPONIVEL;1983-07-30;82975945.7213;;19372977.0295;;;74783912.4147;;;1
673;VIUVO;FEMININO;1943-10-31;18765442.2768;;69019822.5984;;;40572845.0877;;;1
674;DIVORCIADO;MASCULINO;1982-10-19;28333133.4434;;77375754.5224;;;66787302.5014;;;1
675;VIUVO;OUTRO;1976-05-16;51420953.8964;;70752340.6859;;;39499687.963;;;1
676;SOLTEIRO;NAO_DISPONIVEL;1977-01-01;99697663.5639;;35152870.8567;;;8276899.6349;;;0
677;CASADO;FEMININO;1951-05-09;25477329.6006;;36566987.1982;;;18435476.6989;;;1
678;SEPARADO_JUDICIALMENTE;OUTRO;1973-01-02;52141278.3215;;20355653.3264;;;43407920.1276;;;1
679;DIVORCIADO;OUTRO;1955-07-13;97392914.9477;;34401481.4176;;;71087628.6838;;;1
680;DIVORCIADO;FEMININO;1985-01-25;46631474.2601;;18259883.8153;;;71086677.1981;;;1
681;OUTRO;NAO_DISPONIVEL;1984-06-06;12619729.2166;;26430968.0938;;;87271073.7288;;;1
682;OUTRO;MASCULINO;1962-10-23;41419496.9287;;97972495.0605;;;98827459.8391;;;1
683;VIUVO;FEMININO;1961-07-20;23682289.3992;;42042520.6177;;;40585897.2242;;;1
684;SEPARADO_JUDICIALMENTE;MASCULINO;1964-12-30;73839053.7375;;71699891.9194;;;52199504.4681;;;1
685;UNIAO_ESTAVEL;FEMININO;1984-12-02;58084932.3434;;27204112.9487;;;75793242.4882;;;1
686;UNIAO_ESTAVEL;FEMININO;1942-05-16;32226910.3497;;17290682.2425;;;72116653.1794;;;1
687;DIVORCIADO;FEMININO;1941-03-07;10690123.2473;;18928977.6112;;;61984232.7521;;;1
688;OUTRO;FEMININO;1955-07-20;68530530.632;;76065428.7723;;;87528423.9745;;;1
689;SOLTEIRO;FEMININO;1983-06-18;27697370.4822;;86725322.2445;;;5664238.0209;;;1
690;OUTRO;OUTRO;1987-04-10;61340309.0822;;88042503.8093;;;93000403.3739;;;0
691;OUTRO;MASCULINO;1972-06-12;4488594.8417;;26800587.3423;;;97878580.7258;;;1
692;VIUVO;NAO_DISPONIVEL;1972-02-02;3841659.6801;;81545645.8129;;;30029941.9347;;;1
693;OUTRO;OUTRO;1983-11-06;86342643.293;;70332865.8546;;;97269771.0438;;;1
694;CASADO;OUTRO;1972-02-08;91046945.4554;;62756857.3935;;;20588384.9914;;;1
695;SOLTEIRO;OUTRO;1986-08-23;72933482.9836;;29363133.2551;;;7348021.3257;;;1
696;SOLTEIRO;FEMININO;1974-07-07;79077010.3046;;26548329.1726;;;2780561.9129;;;1
697;VIUVO;OUTRO;1973-01-25;19715509.1359;;27914084.0287;;;37095471.8224;;;1
698;VIUVO;OUTRO;1963-06-22;8309560.5053;;76963902.543;;;32962411.8014;;;1
699;VIUVO;OUTRO;1984-03-29;8163002.3399;;97479507.4699;;;40569164.1284;;;1
700;VIUVO;FEMININO;1965-01-04;15570291.1901;;42558530.6883;;;40901162.9744;;;1
701;SEPARADO_JUDICIALMENTE;MASCULINO;1977-09-28;11926438.4995;;37853636.3538;;;44850646.3723;;;1
702;VIUVO;NAO_DISPONIVEL;1957-12-23;15392943.6853;;5023507.5839;;;37116007.2754;;;1
703;OUTRO;FEMININO;1941-06-15;93669390.2084;;23508695.8134;;;95365612.1866;;;1
704;SOLTEIRO;MASCULINO;1996-01-31;27742022.9963;;18671244.6851;;;1556600.2654;;;1
705;SOLTEIRO;MASCULINO;1994-08-07;62291516.9502;;40484371.0272;;;13205353.5741;;;1
706;SOLTEIRO;NAO_DISPONIVEL;1963-08-12;46891845.7324;;26795216.8475;;;10511298.1397;;;1
707;VIUVO;FEMININO;1964-03-12;21141447.2295;;29234272.9737;;;39058347.4707;;;1
708;UNIAO_ESTAVEL;NAO_DISPONIVEL;1989-04-02;1416573.6577;;95522864.6513;;;83012622.5098;;;1
709;OUTRO;NAO_DISPONIVEL;1972-06-27;74865920.8606;;23496712.8818;;;98036646.1188;;;1
710;DIVORCIADO;OUTRO;1982-01-21;85311561.2637;;91773999.333;;;68538648.1593;;;1
711;VIUVO;MASCULINO;1979-08-23;55691380.3915;;48290907.5976;;;41176944.3265;;;1
712;DIVORCIADO;NAO_DISPONIVEL;1946-05-16;66836605.8336;;77938354.4933;;;70708256.7185;;;1
713;DIVORCIADO;OUTRO;1997-11-03;98112620.7291;;46901763.2738;;;69413805.8505;;;1
714;SOLTEIRO;FEMININO;1960-04-20;51658135.4601;;35944009.1895;;;5007906.7202;;;1
715;VIUVO;MASCULINO;1959-12-12;39344164.4343;;72591285.7527;;;33274079.899;;;1
716;VIUVO;NAO_DISPONIVEL;1957-01-14;34477270.3652;;43284329.083;;;31619005.7066;;;1
717;CASADO;FEMININO;1983-10-31;65147584.5508;;6191565.3138;;;24983739.9057;;;1
718;VIUVO;FEMININO;1985-11-05;13853416.888;;56710009.9438;;;38014820.6528;;;1
719;VIUVO;MASCULINO;1940-11-19;68507858.3106;;78634173.2188;;;34738338.5775;;;1
720;SOLTEIRO;FEMININO;1980-02-21;60737932.2071;;6522257.3047;;;3888822.9599;;;1
721;DIVORCIADO;NAO_DISPONIVEL;1964-06-27;7226249.0218;;40827268.6057;;;64998388.4321;;;1
722;CASADO;NAO_DISPONIVEL;1971-01-19;13456280.6006;;84336267.2669;;;24926864.7584;;;1
723;VIUVO;OUTRO;1969-06-20;22211672.1757;;14894016.7297;;;29450513.4074;;;1
724;OUTRO;MASCULINO;1982-02-03;88704482.881;;39926612.6065;;;98817035.7086;;;1
725;VIUVO;OUTRO;1992-08-15;49494781.6279;;71854583.2471;;;29924922.5796;;;1
726;DIVORCIADO;FEMININO;1945-07-15;78086201.0606;;52944822.08;;;70410213.9864;;;1
727;OUTRO;MASCULINO;1956-01-14;3588935.9525;;73581157.1916;;;94686494.5659;;;1
728;VIUVO;FEMININO;1990-02-16;1152991.1068;;52708547.8968;;;39107884.355;;;1
729;SOLTEIRO;OUTRO;1985-12-22;3297500.0326;;36299209.0268;;;9174597.6838;;;1
730;SEPARADO_JUDICIALMENTE;NAO_DISPONIVEL;1957-11-16;30280277.8585;;30222821.8182;;;53084187.3773;;;1
731;SEPARADO_JUDICIALMENTE;FEMININO;1996-11-25;41771739.458;;83883920.3812;;;54885077.7193;;;0
732;UNIAO_ESTAVEL;OUTRO;1952-08-27;91384887.0935;;83102511.9012;;;77454819.5706;;;1
733;VIUVO;OUTRO;1942-01-03;80158942.3553;;31214124.0945;;;31135703.6379;;;1
734;OUTRO;MASCULINO;1959-02-26;79027596.3271;;67075300.9196;;;98713978.5803;;;1
735;OUTRO;OUTRO;1999-07-04;67745354.408;;84886582.6275;;;98866001.7387;;;1
736;SOLTEIRO;FEMININO;1987-03-26;40824778.8921;;52453646.6336;;;10469887.9295;;;0
737;SOLTEIRO;NAO_DISPONIVEL;1942-03-15;33956438.4601;;18001596.6126;;;4420976.2732;;;1
738;SEPARADO_JUDICIALMENTE;FEMININO;1960-11-23;34312055.2358;;35539528.3256;;;48940703.1327;;;1
739;OUTRO;OUTRO;1941-01-31;88448669.6873;;38829929.6918;;;88531783.6184;;;1
740;SEPARADO_JUDICIALMENTE;OUTRO;1967-07-20;58084520.1939;;36672825.372;;;53997301.1196;;;1
741;DIVORCIADO;MASCULINO;1992-12-31;59095687.7653;;36111616.6806;;;66299416.1603;;;1
742;CASADO;MASCULINO;1951-06-22;28414.4771;;87963734.8983;;;16365705.8023;;;1
743;SEPARADO_JUDICIALMENTE;OUTRO;1996-08-31;83227299.2454;;23557119.3947;;;56939522.5389;;;1
744;SOLTEIRO;MASCULINO;1945-06-02;27402197.2031;;79803207.3007;;;11499042.6241;;;1
745;OUTRO;MASCULINO;1945-10-16;95497508.5957;;82194877.8745;;;88723898.1876;;;1
746;CASADO;OUTRO;1992-12-27;83570961.3566;;9668056.0812;;;22533536.2209;;;1
747;CASADO;FEMININO;1960-09-02;42609896.929;;10765886.8743;;;26371764.547;;;1
748;OUTRO;MASCULINO;1968-08-01;92081553.0824;;8765394.1762;;;91491352.2244;;;1
749;OUTRO;MASCULINO;1966-10-10;77051915.1776;;15954198.6451;;;95278479.8592;;;1
750;OUTRO;MASCULINO;1973-08-11;95837628.6781;;79405690.7505;;;95057124.6719;;;1
751;VIUVO;NAO_DISPONIVEL;1942-07-16;33740549.0625;;83011271.5566;;;29336460.5726;;;1
752;UNIAO_ESTAVEL;NAO_DISPONIVEL;1973-04-06;1816593.8958;;56131975.8159;;;84430754.621;;;1
753;CASADO;NAO_DISPONIVEL;1961-06-23;29133428.2617;;39409196.0293;;;18841642.5815;;;1
754;SOLTEIRO;OUTRO;1968-05-10;68044956.5923;;80577316.1676;;;13124.5235;;;1
755;SOLTEIRO;OUTRO;1970-09-30;88084001.8684;;25240168.1887;;;14175417.9241;;;1
756;DIVORCIADO;FEMININO;1951-05-16;99348749.5772;;32720664.1656;;;68176494.6021;;;1
757;UNIAO_ESTAVEL;OUTRO;1987-04-06;94711844.0571;;90272667.0548;;;78882869.592;;;1
758;DIVORCIADO;MASCULINO;1971-02-20;30681549.4144;;10219557.8769;;;58042421.7291;;;1
759;UNIAO_ESTAVEL;NAO_DISPONIVEL;1971-09-28;45814196.2697;;90984291.4418;;;82801493.2675;;;1
760;OUTRO;FEMININO;1947-05-30;12371747.5383;;78176350.4358;;;99808873.9611;;;1
761;DIVORCIADO;NAO_DISPONIVEL;1964-03-23;26291210.2947;;90093595.728;;;66656175.4274;;;1
762;VIUVO;OUTRO;1999-03-02;67974164.6114;;17312977.2898;;;42789252.373;;;1
763;UNIAO_ESTAVEL;FEMININO;1949-01-17;5677572.106;;35845623.226;;;79020683.2826;;;1
764;UNIAO_ESTAVEL;NAO_DISPONIVEL;1949-06-03;46322214.7412;;1180537.8946;;;74995599.4261;;;1
765;CASADO;MASCULINO;1967-10-29;47570566.0671;;2153570.067;;;15874063.903;;;1
766;VIUVO;OUTRO;1969-01-18;58867274.5855;;62271196.4011;;;42257538.3179;;;1
767;UNIAO_ESTAVEL;OUTRO;1962-03-13;1149009.0542;;99759511.7697;;;81155491.6935;;;1
768;VIUVO;FEMININO;1982-07-13;61282677.5897;;59404819.0742;;;34647958.5189;;;1
769;OUTRO;FEMININO;1988-08-02;18498938.5549;;98604200.6559;;;94799207.3904;;;1
